,qubit_num,qubit_freq,rabi_freq,anharmonicity,N_levles,p_drag,ramp_length_ns,sample_rate,detuning_scan,max_pop_up,max_pop_down
0,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,0.5,1.7808206211207407e-08,6.1837263470048615e-09
1,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,1.0,1.7879729884894382e-08,6.805128440950424e-09
2,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,1.5,1.868334445117134e-08,6.00469113560572e-09
3,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,2.0,1.88858382277339e-08,1.1051766989239682e-09
4,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,2.5,1.969484076612627e-08,5.161434052848456e-10
5,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,3.0,2.016364077986658e-08,5.442636142583326e-10
6,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,3.5,1.990138227108059e-08,1.1871138091117388e-09
7,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,4.0,1.9322815195370992e-08,2.551652107953329e-09
8,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,4.5,2.033192798371448e-08,1.626365949581643e-09
9,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,5.0,4.0069575664389016e-13,7.279447470845676e-11
10,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,5.499999999999999,2.1242754863086427e-08,1.6798598936667417e-13
11,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,6.0,1.0380879149096461e-13,1.454394043567982e-13
12,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,6.500000000000001,1.3981638270384802e-14,3.5344380434257084e-14
13,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,7.0,3.7148627703522355e-14,3.5594337802105026e-14
14,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,7.499999999999999,3.642291277793812e-14,3.955830935846886e-14
15,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,8.0,1.518846911516779e-14,3.461264357615143e-14
16,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,8.5,8.321726366876249e-14,3.6586000952903495e-14
17,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,9.0,4.2435801860728777e-14,3.460315281868011e-14
18,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,9.5,3.5686120356603886e-14,4.0848054012452435e-14
19,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,10.0,4.290371683047966e-14,2.9949209069980424e-14
20,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,10.5,5.798906788680103e-14,2.870948129242141e-14
21,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,10.999999999999998,1.2274131531313594e-14,1.5428047335917763e-14
22,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,11.5,1.1286013240334668e-14,1.2381185017446724e-14
23,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,12.0,1.4489506026302845e-14,1.3720290201624147e-14
24,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,12.5,1.3976425586740117e-14,1.4112854437128032e-14
25,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,13.000000000000002,2.342287224211002e-14,1.7269593608722766e-14
26,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,13.5,1.492310708188347e-14,1.783502668538834e-14
