,qubit_num,qubit_freq,rabi_freq,anharmonicity,N_levles,p_drag,ramp_length_ns,sample_rate,detuning_scan,max_pop_up,max_pop_down
27,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,14.0,1.3791758611500026e-14,1.489134115304849e-14
28,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,14.5,3.363160130881654e-14,2.062962974324378e-14
29,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,14.999999999999998,1.4132673659801299e-14,9.720541718794656e-15
30,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,15.5,1.321384674376701e-14,1.8523655800909422e-14
31,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,16.0,1.4883263328686174e-14,4.271628369097369e-14
32,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,16.5,1.5463208039125833e-14,1.7372828942920074e-14
33,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,17.0,6.50345762306187e-14,2.3270025107654766e-14
34,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,17.5,1.7125380079603655e-14,1.585498397486338e-14
35,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,18.0,1.4422674821454178e-14,2.651677330227956e-14
36,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,18.5,1.829684458719637e-14,1.540359304460876e-14
37,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,19.0,1.8751258681488353e-14,1.6926064954999558e-14
38,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,19.5,1.811961865392414e-14,1.792119934714879e-14
39,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,20.0,3.485285047977258e-14,1.7580446955074552e-14
40,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,20.5,1.6204691873275078e-14,3.3911342045808076e-14
41,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,21.0,1.6586936425483452e-14,1.1365752143633324e-14
42,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,21.5,1.7874060642489697e-14,1.6551617770992113e-14
43,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,21.999999999999996,1.6132370003582497e-14,4.84208798401434e-14
44,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,22.5,2.2113509275817506e-14,1.654606311245594e-14
45,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,23.0,2.2142067342541954e-14,1.7120009387490195e-14
46,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,23.5,5.952863225293975e-14,1.711389506237203e-14
47,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,24.0,2.817190913990061e-14,1.4020586383604302e-14
48,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,24.5,1.0801700461337454e-14,3.0714879835132275e-14
49,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,25.0,1.0973233953865044e-14,2.2069719038598675e-14
50,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,25.5,1.6512407993360495e-14,2.895731313104921e-14
51,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,26.000000000000004,1.5326108640827183e-14,1.2404213183835565e-14
52,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,26.5,3.4690852416031414e-14,1.3439780930468144e-14
53,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,27.0,1.8759215579242797e-14,1.3142908362380957e-14
54,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,27.5,4.4115392778686495e-14,1.9933797391587734e-14
55,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,28.0,1.3201825076844646e-14,1.70277822200199e-14
56,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,28.5,1.2988865748289102e-14,1.3311124529099585e-14
57,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,29.0,1.954882632654874e-14,9.90499543573853e-15
58,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,29.5,1.73491834650244e-14,1.6713005068914123e-14
59,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,29.999999999999996,1.5903400572383438e-14,3.2599257184881704e-14
60,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,30.5,1.1248295034124025e-14,1.7586069612296784e-14
61,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,31.0,2.0967859139525335e-14,5.936375058123868e-14
62,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,31.5,3.4449640386809365e-14,3.353880422526647e-14
63,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,32.0,1.4161337173410729e-14,2.044715977912084e-14
64,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,32.5,1.4102135974329179e-14,1.7588496418336456e-14
65,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,33.0,1.2259298645654075e-14,2.843196023769157e-14
66,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,33.5,3.005144905181582e-14,1.9343729963474838e-14
67,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,34.0,2.519875908522013e-14,3.114485887757241e-14
68,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,34.5,1.269530586822053e-14,2.311392253881615e-14
69,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,35.0,1.9013386311147537e-14,1.960502025470675e-14
70,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,35.5,1.3550575686317216e-14,1.9918144409274175e-14
71,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,36.0,1.3648986849654272e-14,4.263244739964577e-14
72,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,36.5,2.5769290967302777e-14,4.603275063315132e-14
73,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,37.0,2.6730260716768085e-14,3.174722658343134e-14
74,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,37.5,4.4774932125920486e-14,2.632989239169443e-14
75,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,38.0,1.4206896824002092e-14,1.5688316233761168e-14
76,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,38.5,4.2506577750124153e-14,3.362997826901926e-14
77,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,39.0,5.585061525501605e-14,6.928869234594756e-14
78,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,39.5,1.5499693426973715e-14,3.5586778243379e-14
79,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,40.0,1.9499655604337026e-14,1.8840321743919115e-14
80,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,40.5,6.283571943808638e-14,1.4922424141857395e-14
81,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,41.0,3.179193953511361e-14,1.867900065426675e-14
82,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,41.50000000000001,2.0499533846921986e-14,2.5043763141405312e-14
83,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,42.0,1.6206803129362888e-14,7.933590312377294e-14
84,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,42.5,1.769856804157415e-14,3.222778065668104e-14
85,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,43.0,3.119263171444807e-14,2.0584505555489958e-14
86,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,43.5,2.5674978193922088e-14,2.7292594561933823e-14
87,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,43.99999999999999,2.7559018801526513e-14,4.780853702829385e-14
88,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,44.5,5.809208508662169e-14,3.6078937394596926e-14
89,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,45.0,6.575074489593783e-14,6.61157277309811e-14
90,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,45.5,1.349267408751319e-14,6.285571153047619e-14
91,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,46.0,6.472866052304834e-14,3.068357388678563e-14
92,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,46.49999999999999,5.642046867483712e-14,9.732132832142934e-14
93,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,47.0,6.255615607746043e-14,2.579830028426534e-14
94,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,47.5,2.278895242392663e-14,5.219145251403171e-14
95,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,48.0,3.8770224220713316e-14,5.386998315853466e-14
96,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,48.5,6.945510372139666e-14,2.895766823289242e-14
97,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,49.0,3.3553077014951787e-14,3.339876966152763e-14
98,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,49.50000000000001,9.591002426855833e-14,2.2753560248844567e-14
99,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,50.0,4.032557940175951e-14,3.32742390391408e-14
100,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,50.5,2.1701539233888097e-14,6.14339962984061e-14
101,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,51.0,5.522094976383539e-14,4.1417657753422245e-14
102,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,51.5,2.789601773705777e-14,5.6137014217014527e-14
103,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,52.00000000000001,4.406594614295783e-14,5.496081919626039e-14
104,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,52.5,1.9788188744050537e-14,6.686080759211576e-14
105,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,53.0,3.975779344451576e-14,2.3730408128424198e-14
106,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,53.5,2.6057858165911637e-14,4.0293246276529505e-14
107,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,54.0,5.397902380163177e-14,2.1196447324326482e-14
108,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,54.49999999999999,5.683674343130664e-14,2.6757549686185825e-14
109,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,55.0,3.955150673233062e-14,3.742424988944144e-14
110,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,55.5,2.067962952776664e-14,2.0570938857768867e-14
111,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,56.0,5.31886760889274e-14,2.683656926826583e-14
112,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,56.5,5.1519826593234714e-14,6.655118580582362e-14
113,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,57.0,3.4211648347328805e-14,2.9608320359492926e-14
114,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,57.50000000000001,2.767069348498359e-14,1.0667144511876401e-13
115,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,58.0,3.460969203553748e-14,1.9282661891535833e-14
116,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,58.5,7.18826879446755e-14,1.3417127092123033e-08
117,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,59.0,4.7140626726524507e-14,3.7582234703626357e-14
118,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,59.5,3.678041575341399e-14,1.4937551390578974e-13
119,5,4329.841502057613,70.0,210.64300411522674,10,-16,200,2000,59.99999999999999,9.570423939175265e-14,3.8484300699130735e-14
