,time [ns],amplitude [MHZ],amplitude_x [MHZ],amplitude_y [MHZ]
0,0.0,,70.0,0.0
1,0.5,,69.99787069394992,0.03894010989006549
2,1.0,,69.99146393597981,0.10408079029246305
3,1.5,,69.98073440481991,0.15649773370546788
4,2.0,,69.96564247242159,0.20893718445881246
5,2.5,,69.94616760171904,0.26137032752362244
6,3.0,,69.9223079814103,0.3137528949185825
7,3.5,,69.8940892803826,0.36604390948742316
8,4.0,,69.86155340907648,0.4182267236699841
9,4.5,,69.82473513698599,0.470310129397914
10,5.0,,69.78365025139941,0.5223126908978365
11,5.5,,69.73829842098745,0.5742459457333365
12,6.0,,69.68867835353622,0.6261056418014341
13,6.5,,69.63480259358496,0.6778807875879664
14,7.0,,69.57669604212863,0.7295681292291971
15,7.5,,69.5143867163364,0.7811775116264164
16,8.0,,69.44789641181156,0.832730517646973
17,8.5,,69.37723509147962,0.884251984255558
18,9.0,,69.30240428949888,0.9357627572540447
19,9.5,,69.22339937014571,0.9872785292692797
20,10.0,,69.14021056800442,1.038805463088971
21,10.5,,69.05282944945846,1.0903376365538904
22,11.0,,68.9612546946415,1.141859320465777
23,11.5,,68.86549775610408,1.1933507674838186
24,12.0,,68.7655808955042,1.2448007750402847
25,12.5,,68.66152272230289,1.2962106861554816
26,13.0,,68.55332828445474,1.3475842074539783
27,13.5,,68.4409898966787,1.3989134482104495
28,14.0,,68.32450119669271,1.4501679750327099
29,14.5,,68.20387772525962,1.5013027178704965
30,15.0,,68.07916075603325,1.552280052785291
31,15.5,,67.95040424257779,1.6030849799319344
32,16.0,,67.81765503414935,1.6537267176393322
33,16.5,,67.68093876151796,1.704222448965593
34,17.0,,67.5402670695085,1.754577793593734
35,17.5,,67.39565455981788,1.804783657521228
36,18.0,,67.24712994687826,1.8548251453909914
37,18.5,,67.09473680167403,1.904696210202666
38,19.0,,66.93852076642824,1.9544082258298356
39,19.5,,66.7785178291125,2.003983759410467
40,20.0,,66.614752390272,2.0534478557833857
41,20.5,,66.44723868943838,2.102821305283311
42,21.0,,66.27598625750664,2.1521163389434905
43,21.5,,66.10100377032731,2.201337712610719
44,22.0,,65.92230072395515,2.250481325268244
45,22.5,,65.7398941749512,2.299535235372755
46,23.0,,65.55381101927554,2.348487988966843
47,23.5,,65.36408322762347,2.397334792562413
48,24.0,,65.17073922220342,2.4460800700424556
49,24.5,,64.97379313490805,2.4947294233862367
50,25.0,,64.77324811727009,2.5432733369197904
51,25.5,,64.56911231710946,2.591681940074061
52,26.0,,64.36141340175558,2.639912993267685
53,26.5,,64.15020403812629,2.6879306508163405
54,27.0,,63.93554769903191,2.7357228330689303
55,27.5,,63.71749745028166,2.7832980162751957
56,28.0,,63.496087370921785,2.8306690697313597
57,28.5,,63.27133822714399,2.877836682051852
58,29.0,,63.043275803727795,2.9247837573668556
59,29.5,,62.81194462786917,2.9714889835919225
60,30.0,,62.57740394958035,3.0179430169779042
61,30.5,,62.33971545808283,3.064155077374737
62,31.0,,62.09892972401702,3.1101490948714
63,31.5,,61.85508132360871,3.1559501745116707
64,32.0,,61.608195944604084,3.20157568013999
65,32.5,,61.358296765564454,3.247034605555997
66,33.0,,61.10540905753062,3.292328396513331
67,33.5,,60.84956299418351,3.337455054120147
68,34.0,,60.59079250499599,3.3824116885232143
69,34.5,,60.3291361155001,3.427196558887584
70,35.0,,60.06463339147713,3.4718144149348498
71,35.5,,59.79731636664115,3.516274609367525
72,36.0,,59.52720631274298,3.5605830270840038
73,36.5,,59.25431628856542,3.604732611283262
74,37.0,,58.97866385008947,3.648696840408397
75,37.5,,58.70028599461941,3.692439134264607
76,38.0,,58.419239479837344,3.73593022587948
77,38.5,,58.13558934666315,3.7791595593670486
78,39.0,,57.849391018522546,3.8221348539307303
79,39.5,,57.560679980262755,3.864864884772646
80,40.0,,57.26948172589003,3.9073426243668115
81,40.5,,56.97582910346816,3.949543828277408
82,41.0,,56.67977515548383,3.9914385996194484
83,41.5,,56.381391836957015,4.033010713120359
84,42.0,,56.08075261141935,4.074266801675212
85,42.5,,55.77791750277424,4.115228353675363
86,43.0,,55.472929176126335,4.155918149585254
87,43.5,,55.16581949315492,4.196348068590691
88,44.0,,54.85662285673414,4.236517754563726
89,44.5,,54.54538212998121,4.276423332712636
90,45.0,,54.23214669959263,4.316063803343103
91,45.5,,53.91696848994933,4.355444913902895
92,46.0,,53.5998955519664,4.394578825990376
93,46.5,,53.28096949206091,4.43347966598472
94,47.0,,52.960224547415,4.472161037674572
95,47.5,,52.63768630777467,4.5106302962040115
96,48.0,,52.31337754332676,4.548882380706686
97,48.5,,51.98732645338369,4.58690032531171
98,49.0,,51.65957382999284,4.624660487570313
99,49.5,,51.330174978886475,4.662144805203698
100,50.0,,50.999188398424515,4.6993501642695445
101,50.5,,50.66666242426085,4.736283848470132
102,51.0,,50.33262994943191,4.772951253834043
103,51.5,,49.99711478317415,4.809341596223085
104,52.0,,49.66015002941222,4.845425035553726
105,52.5,,49.32179031470752,4.881167222851128
106,53.0,,48.982108401150725,4.916546444220588
107,53.5,,48.641180579609745,4.951563434408609
108,54.0,,48.299068329696425,4.986235489763839
109,54.5,,47.95581370714588,5.020578002717844
110,55.0,,47.61145026196051,5.0545921986786295
111,55.5,,47.266017470922755,5.08826493451617
112,56.0,,46.919570755348104,5.121579818083607
113,56.5,,46.57217742745848,5.154532049776437
114,57.0,,46.22390372818682,5.187132319056374
115,57.5,,45.87480559347144,5.219401328115005
116,58.0,,45.52492503405955,5.251360376481437
117,58.5,,45.17429492513057,5.283022222768727
