,time [ns],amplitude [MHZ]
0,0.0,0.0
1,1.0,-1.1196640036296248
2,2.0,-2.113754477986808
3,3.0,-1.8958549859076959
4,4.0,-1.7400248496280777
5,5.0,-1.591935264901027
6,6.0,-1.3780792496785896
7,7.0,-1.111724129181979
8,8.0,-0.8738341245953943
9,9.0,-0.6974347777648174
10,10.0,-0.5228066198935846
11,11.0,-0.28512626738770164
12,12.0,-0.007962886066657996
13,13.0,0.23041807732305714
14,14.0,0.4082412368407863
15,15.0,0.5891231085109683
16,16.0,0.8293453068566253
17,17.0,1.0966895559555454
18,18.0,1.3164676712256147
19,19.0,1.4770742538638988
20,20.0,1.6445093796564934
21,21.0,1.8668448266448412
22,22.0,2.1050608012305974
23,23.0,2.2887215810310537
24,24.0,2.4151192570278552
25,25.0,2.551184065039419
26,26.0,2.7371888181562336
27,27.0,2.9292376432390164
28,28.0,3.0617931546524053
29,29.0,3.1396843277905657
30,30.0,3.229385357399636
31,31.0,3.3638084251068103
32,32.0,3.496079472662355
33,33.0,3.5663485560926143
34,34.0,3.5856619290306386
35,35.0,3.6186412494420495
36,36.0,3.6912828989692588
37,37.0,3.755564774314153
38,38.0,3.758333781526866
39,39.0,3.7156906018413824
40,40.0,3.688880195782657
41,41.0,3.697385610176344
42,42.0,3.6938403882144724
43,43.0,3.6329606184410155
44,44.0,3.5349160368068495
45,45.0,3.45583959698193
46,46.0,3.408958576253161
47,47.0,3.349406621823507
48,48.0,3.240948260275973
49,49.0,3.1068837594737126
50,50.0,2.9962980790629827
51,51.0,2.9161736656332247
52,52.0,2.8260196261463797
53,53.0,2.69966195676314
54,54.0,2.5624198954331505
55,55.0,2.4543183179281787
56,56.0,2.3758670606797465
57,57.0,2.2927033694030237
58,58.0,2.189436404386397
59,59.0,2.0920054547798563
60,60.0,2.0295140898643864
61,61.0,1.9957013589445718
62,62.0,1.9637022824349843
63,63.0,1.9292687971885714
64,64.0,1.9174521963145934
65,65.0,1.9450282159182455
66,66.0,1.9988205696702332
67,67.0,2.060187195051862
68,68.0,2.135972704950082
69,69.0,2.249171287981615
70,70.0,2.4036091145024367
71,71.0,2.5792923065221105
72,72.0,2.76569245314292
73,73.0,2.9802462547144386
74,74.0,3.2435154470976006
75,75.0,3.5468008524793992
76,76.0,3.8635172509890428
77,77.0,4.190197852149433
78,78.0,4.553896688245554
79,79.0,4.973331297862553
80,80.0,5.428829533019354
81,81.0,5.887413955616203
82,82.0,6.3506840676195075
83,83.0,6.853858072153185
84,84.0,7.415141035305224
85,85.0,8.006404262002432
86,86.0,8.588485830277023
87,87.0,9.165312413287872
88,88.0,9.778326090000094
89,89.0,10.446763097468205
90,90.0,11.13709759855454
91,91.0,11.804505677924999
92,92.0,12.452273738086673
93,93.0,13.125619741432118
94,94.0,13.845895196509016
95,95.0,14.577241540013828
96,96.0,15.27058520563051
97,97.0,15.926382473326749
98,98.0,16.59080765346929
99,99.0,17.287553580202022
100,100.0,17.981561272148518
101,101.0,18.6230122040799
102,102.0,19.209844460343017
103,103.0,19.786654065573682
104,104.0,20.379345850664418
105,105.0,20.958551003432284
106,106.0,21.481133363019655
107,107.0,21.946454572287315
108,108.0,22.39540082308496
109,109.0,22.855814185350926
110,110.0,23.311698313096695
111,111.0,23.736515905266877
112,112.0,24.134034166054004
113,113.0,24.535454544118235
114,114.0,24.966190459192898
115,115.0,25.428175316890826
116,116.0,25.914778451019608
117,117.0,26.426565419092835
118,118.0,26.970394353438355
119,119.0,27.557380328360196
120,120.0,28.201992721422673
121,121.0,28.910618556877733
122,122.0,29.668539960025967
123,123.0,30.44806051229731
124,124.0,31.239422145444138
125,125.0,32.064723530786985
126,126.0,32.942444731327555
127,127.0,33.84893518881289
128,128.0,34.73483200722869
129,129.0,35.578605357176514
130,130.0,36.40986334067747
131,131.0,37.261150766329656
132,132.0,38.111846093806676
133,133.0,38.90713758821849
134,134.0,39.622009192671314
135,135.0,40.28721943843668
136,136.0,40.94281189190554
137,137.0,41.58304451491844
138,138.0,42.17530084660692
139,139.0,42.71544172284716
140,140.0,43.239252055893985
141,141.0,43.78818852124994
142,142.0,44.37980642390117
143,143.0,45.014630651978436
144,144.0,45.69024833894323
145,145.0,46.39859073481114
146,146.0,47.13125707027256
147,147.0,47.89386077521059
148,148.0,48.69453158998177
149,149.0,49.512224824788845
150,150.0,50.29957409571653
151,151.0,51.02839502104348
152,152.0,51.721394493128635
153,153.0,52.417763362116354
154,154.0,53.10926146489288
155,155.0,53.7467123957407
156,156.0,54.304701441569534
157,157.0,54.812044807035115
158,158.0,55.316382217232714
159,159.0,55.83348308874212
160,160.0,56.355834022807606
161,161.0,56.88816906299242
162,162.0,57.44380869016293
163,163.0,58.02759233781308
164,164.0,58.638092844020555
165,165.0,59.27099222180096
166,166.0,59.902006176624944
167,167.0,60.48707025161237
168,168.0,61.00252533996269
169,169.0,61.47567934335974
170,170.0,61.95343272992594
171,171.0,62.435063823361816
172,172.0,62.875391699281785
173,173.0,63.25227867638714
174,174.0,63.595191261113385
175,175.0,63.94989209991299
176,176.0,64.332197156795
177,177.0,64.73496424687819
178,178.0,65.1516324298841
179,179.0,65.56711849008883
180,180.0,65.9580513025493
181,181.0,66.3169309395829
182,182.0,66.65599518905984
183,183.0,66.97119924224609
184,184.0,67.23554659292033
185,185.0,67.44270415415276
186,186.0,67.62858265379117
187,187.0,67.83505907187812
188,188.0,68.0546887987886
189,189.0,68.24982378321303
190,190.0,68.4146981606766
191,191.0,68.57599786605769
192,192.0,68.7538417715273
193,193.0,68.94369410402452
194,194.0,69.12778884135403
195,195.0,69.27670352120579
196,196.0,69.3539359190595
197,197.0,69.3538005371191
198,198.0,69.3218569446171
199,199.0,69.65330878711984
200,200.0,70.0
