,time [ns],amplitude [MHZ]
0,0.0,0.0
1,1.0,1.7762071967889308
2,2.0,3.5527642143051863
3,3.0,3.591917078100037
4,4.0,3.6541913179851515
5,5.0,3.6528601130694667
6,6.0,3.5916635657589584
7,7.0,3.557592722548763
8,8.0,3.590068858272177
9,9.0,3.623673056701973
10,10.0,3.587164582152712
11,11.0,3.5090986086969673
12,12.0,3.473435769556263
13,13.0,3.494005925859893
14,14.0,3.4957973779548817
15,15.0,3.4279983207792664
16,16.0,3.3385282775413234
17,17.0,3.3007160724104176
18,18.0,3.3045265038430465
19,19.0,3.273683222261728
20,20.0,3.180147980975901
21,21.0,3.0842460020091793
22,22.0,3.0429921785393748
23,23.0,3.026497412302902
24,24.0,2.9649438959954058
25,25.0,2.8528450753613916
26,26.0,2.755188286926329
27,27.0,2.709295333305959
28,28.0,2.671295824374691
29,29.0,2.5841651808198502
30,30.0,2.462326663360076
31,31.0,2.3677591349174225
32,32.0,2.3171595552603956
33,33.0,2.2598186711780732
34,34.0,2.1558702196963444
35,35.0,2.034833173964287
36,36.0,1.9489578367703955
37,37.0,1.895845394036373
38,38.0,1.8255256849818227
39,39.0,1.7173311288834896
40,40.0,1.609367484452164
41,41.0,1.5391102407292816
42,42.0,1.4889430103155383
43,43.0,1.4166739346538233
44,44.0,1.3203572357021132
45,45.0,1.239293923494871
46,46.0,1.1933053444250263
47,47.0,1.1553971008647692
48,48.0,1.0967631799019442
49,49.0,1.0311717496932136
50,50.0,0.9918970302248347
51,51.0,0.980684966258371
52,52.0,0.9681658286159631
53,53.0,0.9424439451096113
54,54.0,0.927791097321396
55,55.0,0.9454290040505071
56,56.0,0.9811321191291498
57,57.0,1.010209127123853
58,58.0,1.0387406695877557
59,59.0,1.0948941401551056
60,60.0,1.1837771606348304
61,61.0,1.2795168261433383
62,62.0,1.3680870339993774
63,63.0,1.472079072690847
64,64.0,1.6167107519014279
65,65.0,1.789293872960794
66,66.0,1.958068155613742
67,67.0,2.123761450338831
68,68.0,2.321798759479991
69,69.0,2.568527948675142
70,70.0,2.8342043315016365
71,71.0,3.087259251265839
72,72.0,3.3449420784903907
73,73.0,3.6503635483724826
74,74.0,4.00684155050073
75,75.0,4.3703928154373175
76,76.0,4.714946045052622
77,77.0,5.073696868852711
78,78.0,5.491807699755736
79,79.0,5.957566725788301
80,80.0,6.41700453368687
81,81.0,6.853323425988153
82,82.0,7.313079814183043
83,83.0,7.838309552334248
84,84.0,8.402472363835662
85,85.0,8.946580940304816
86,86.0,9.465033598467608
87,87.0,10.013732064938914
88,88.0,10.62757490618903
89,89.0,11.267399520389182
90,90.0,11.874305090115874
91,91.0,12.453963750569734
92,92.0,13.066781086790483
93,93.0,13.73810957899934
94,94.0,14.420006937080538
95,95.0,15.05840151754999
96,96.0,15.668598976076998
97,97.0,16.310195274142206
98,98.0,16.998311925867522
99,99.0,17.681246728499175
100,100.0,18.31349920149196
101,101.0,18.916748168621652
102,102.0,19.54425496823199
103,103.0,20.202039702645557
104,104.0,20.840882664659343
105,105.0,21.426276866037025
106,106.0,21.981837601944545
107,107.0,22.550140886297253
108,108.0,23.132319059066834
109,109.0,23.690404404607268
110,110.0,24.2027050944414
111,111.0,24.68991872966026
112,112.0,25.183336626536203
113,113.0,25.688352519938444
114,114.0,26.188565030436045
115,115.0,26.67418607952103
116,116.0,27.155574077830998
117,117.0,27.654198385667
118,118.0,28.188998504301125
119,119.0,28.766225115630878
120,120.0,29.375055873803483
121,121.0,30.001464681236886
122,122.0,30.654260623359075
123,123.0,31.36431005092929
124,124.0,32.14464232781663
125,125.0,32.96304469480276
126,126.0,33.774387935838064
127,127.0,34.5773047599159
128,128.0,35.410810757887596
129,129.0,36.28652744966396
130,130.0,37.1574705604892
131,131.0,37.97225522995908
132,132.0,38.73813196627426
133,133.0,39.50403767236941
134,134.0,40.28548053971959
135,135.0,41.04185888494417
136,136.0,41.73504317393399
137,137.0,42.377499502639495
138,138.0,43.00938617364641
139,139.0,43.64568120591483
140,140.0,44.26705874616045
141,141.0,44.85755794915585
142,142.0,45.428788437348175
143,143.0,46.00987548647497
144,144.0,46.62968273686665
145,145.0,47.304104579205095
146,146.0,48.02507742033561
147,147.0,48.76635748006974
148,148.0,49.51530844066601
149,149.0,50.28800821849168
150,150.0,51.09407494052788
151,151.0,51.896794581577474
152,152.0,52.63570563410787
