,time [ns],amplitude [MHZ],amplitude_x [MHZ],amplitude_y [MHZ]
0,0.0,,0.0,0.0
1,0.5,,-0.0003452485864717106,-0.051639645862751375
2,1.0,,-0.00039949107982927516,-0.13686774885974368
3,1.5,,0.0001670945105064561,-0.2039549338384043
4,2.0,,0.0006716853958804435,-0.27088842770647203
5,2.5,,0.0010810723190475388,-0.3377296544456867
6,3.0,,0.0014170063741022333,-0.40453545513802397
7,3.5,,0.0017327677255267846,-0.47132020339167824
8,4.0,,0.00206959357848436,-0.5380486301515501
9,4.5,,0.002422854881335508,-0.6046639416792303
10,5.0,,0.0027411853270607766,-0.6711318997988017
11,5.5,,0.002959379540873727,-0.7374705864208365
12,6.0,,0.0030427534273180837,-0.8037453263174612
13,6.5,,0.0030129713778550586,-0.8700320156710174
14,7.0,,0.0029379207716466334,-0.9363733767203162
15,7.5,,0.0028924948467815245,-1.0027575319902104
16,8.0,,0.002917001617526223,-1.069133032080749
17,8.5,,0.0030011886770092405,-1.1354495672025178
18,9.0,,0.0031043451909867755,-1.2016964992209072
19,9.5,,0.003197568041455746,-1.2679128087463367
20,10.0,,0.003299023860164955,-1.3341616007403239
21,10.5,,0.0034780959233525173,-1.4004865814312921
22,11.0,,0.0038254253474359623,-1.4668798032314838
23,11.5,,0.00440871901359137,-1.5332825354733577
24,12.0,,0.005244079306878283,-1.5996186755634543
25,12.5,,0.006301750321920867,-1.66583795903133
26,13.0,,0.007541912835322189,-1.7319401300822723
27,13.5,,0.008956187689154623,-1.7979639445533675
28,14.0,,0.01058636010962472,-1.86394873167081
29,14.5,,0.01250764779225855,-1.929895071822712
30,15.0,,0.014787832999307108,-1.995751301965185
31,15.5,,0.017449661268608453,-2.061435459234041
32,16.0,,0.02046226859689916,-2.126878261613568
33,16.5,,0.023767457346679878,-2.1920581105481984
34,17.0,,0.027323117451068975,-2.257004949146967
35,17.5,,0.031134823752253564,-2.3217704615676
36,18.0,,0.035254108612704865,-2.386384949936864
37,18.5,,0.03974498515242808,-2.4508306443661434
38,19.0,,0.044641888282719255,-2.515049442714253
39,19.5,,0.049927721055737416,-2.5789800586668004
40,20.0,,0.055547666170626515,-2.6425993831658
41,20.5,,0.06144955111646721,-2.705939469800592
42,21.0,,0.06762344800835511,-2.7690687617189362
43,21.5,,0.07411412117201005,-2.832050033614496
44,22.0,,0.08099778806298796,-2.8949034027676057
45,22.5,,0.08833951308810607,-2.9575996390555597
46,23.0,,0.09616058096655226,-3.020087502060975
47,23.5,,0.10443771378752192,-3.0823361707058785
48,24.0,,0.11313487550629463,-3.1443636072777554
49,24.5,,0.12224560759003299,-3.2062309630322954
50,25.0,,0.13181684787937636,-3.268007128460462
51,25.5,,0.14193843488381455,-3.329727171234072
52,26.0,,0.15270501658633137,-3.3913724331533532
53,26.5,,0.16417625445028125,-3.4528857399085573
54,27.0,,0.17636201587902395,-3.514210567584291
55,27.5,,0.18924156935349407,-3.575327686632481
56,28.0,,0.20280369881563995,-3.6362647495204468
57,28.5,,0.2170800382921487,-3.697072155548991
58,29.0,,0.23214875786010608,-3.7577821830412343
59,29.5,,0.24810639642687682,-3.818378868484651
60,30.0,,0.26502611714840935,-3.8787988959026705
61,30.5,,0.28293049143077953,-3.938963557827195
62,31.0,,0.3017970980950022,-3.998820034132261
63,31.5,,0.3215925575897094,-4.058364752455096
64,32.0,,0.3423125511432874,-4.117633568456561
65,32.5,,0.3640005635472766,-4.176665151369281
66,33.0,,0.3867324740759881,-4.235463122359056
67,33.5,,0.4105779205090753,-4.293982653646211
68,34.0,,0.4355641551622019,-4.352150864382219
69,34.5,,0.46166749233698134,-4.409908134757103
70,35.0,,0.4888388118960808,-4.467241940717673
71,35.5,,0.5170456665695602,-4.524190502279953
72,36.0,,0.5463032373627712,-4.580813885506303
73,36.5,,0.5766729813813523,-4.637151632809964
74,37.0,,0.6082299251896519,-4.69319643816896
75,37.5,,0.6410218395283808,-4.748901530353304
76,38.0,,0.6750479217875961,-4.804216358247985
77,38.5,,0.7102721313760526,-4.859126509147675
78,39.0,,0.7466624262470656,-4.913669621661632
79,39.5,,0.7842285191894965,-4.967916475135001
80,40.0,,0.8230331048274416,-5.021930254860981
81,40.5,,0.8631688140747639,-5.075730969712134
82,41.0,,0.9047166132876663,-5.12928953831052
83,41.5,,0.9477146696601652,-5.1825546501539455
84,42.0,,0.9921578764022183,-5.235493258067936
85,42.5,,1.038028092681735,-5.288117508881486
86,43.0,,1.0853343052224205,-5.340479164019733
87,43.5,,1.1341345388215351,-5.392635783401357
88,44.0,,1.1845253679639438,-5.444611926168201
89,44.5,,1.2366058276185823,-5.496380727128026
90,45.0,,1.2904395790090517,-5.54787868016539
91,45.5,,1.3460410659996773,-5.599043147444556
92,46.0,,1.403393655412594,-5.649847107329115
93,46.5,,1.462487394612298,-5.700308854952399
94,47.0,,1.5233511127720696,-5.750469800172177
95,47.5,,1.5860564516264208,-5.80035588146666
96,48.0,,1.6506917681863529,-5.84994907825065
97,48.5,,1.7173229750132282,-5.899187656394916
98,49.0,,1.7859671796992371,-5.947996185419416
99,49.5,,1.8565977717386266,-5.9963253124310265
100,50.0,,1.9291770274092628,-6.044174473596028
101,50.5,,2.0036948469082767,-6.091583186844529
102,51.0,,2.080188006833317,-6.138596002339642
103,51.5,,2.158726040677242,-6.185225202410308
104,52.0,,2.2393741490840404,-6.231437223508332
105,52.5,,2.3221582604610855,-6.27717154412584
106,53.0,,2.407056091835598,-6.322380316870646
107,53.5,,2.4940218136866292,-6.367061434723418
108,54.0,,2.5830271046678064,-6.411261746298352
109,54.5,,2.674091055448562,-6.455048811148528
110,55.0,,2.7672790240602594,-6.498469443357433
111,55.5,,2.8626704541940717,-6.541523590501039
112,56.0,,2.960318851718852,-6.5841717118988505
113,56.5,,3.0602313026676855,-6.626369239075127
114,57.0,,3.1623810853941134,-6.668104884040008
115,57.5,,3.2667454979204287,-6.709415899674214
116,58.0,,3.373341849995268,-6.750369195282893
117,58.5,,3.482237187759396,-6.791022252892664
118,59.0,,3.593525821175246,-6.831389551540533
119,59.5,,3.7072891367475607,-6.871437217073418
120,60.0,,3.823565817300433,-6.91110943471047
121,60.5,,3.9423518663100294,-6.950367055695477
122,61.0,,4.063628964319468,-6.9892130210908014
123,61.5,,4.187402377521537,-7.027687561147791
124,62.0,,4.313721668263673,-7.065836308578335
125,62.5,,4.442670551514112,-7.103674234986503
126,63.0,,4.574333486913991,-7.141168692728102
127,63.5,,4.708760095868605,-7.1782529401592745
128,64.0,,4.845951748029929,-7.214861793902498
129,64.5,,4.98587869828868,-7.250964678886
130,65.0,,5.1285153762709035,-7.286575435172472
131,65.5,,5.273871534178324,-7.321732609328025
132,66.0,,5.421997568684466,-7.356462833508555
133,66.5,,5.572960536464847,-7.390753210757275
134,67.0,,5.72680762234062,-7.424550549391964
135,67.5,,5.883540309466935,-7.457788634756498
136,68.0,,6.043118047461657,-7.490426633256545
137,68.5,,6.205489551307571,-7.522471630493141
138,69.0,,6.370630292330052,-7.553970892703588
139,69.5,,6.538562411125986,-7.584978615085773
140,70.0,,6.709342392746888,-7.615518572096294
141,70.5,,6.883024844948177,-7.645569651512878
142,71.0,,7.0596282738429235,-7.675083412396449
143,71.5,,7.239125355358347,-7.7040218570053645
144,72.0,,7.421466053569487,-7.732390294304858
145,72.5,,7.606618032713701,-7.760240703069203
146,73.0,,7.794595537419422,-7.787643852360782
147,73.5,,7.985458279664519,-7.814649083582331
148,74.0,,8.179280057829754,-7.8412582181429755
149,74.5,,8.376108903792927,-7.867432804480026
150,75.0,,8.575947373205437,-7.893128033750626
151,75.5,,8.778764598726344,-7.918329319781315
152,76.0,,8.984532234472168,-7.943067286711539
153,76.5,,9.193259097105111,-7.967399476396398
