,time [ns],amplitude [MHZ],amplitude_x [MHZ],amplitude_y [MHZ]
0,0.0,,0.0,0.0
1,0.5,,-0.00030234002030927527,-0.05301018902440767
2,1.0,,-0.00018550375846613894,-0.13954871146295258
3,1.5,,0.0005969537767264958,-0.2065042029538813
4,2.0,,0.0012408984867487358,-0.2733113908201086
5,2.5,,0.0017392809125387938,-0.340078335519733
6,3.0,,0.0021637885522405556,-0.40688055729988926
7,3.5,,0.002617885260442767,-0.47371575290973067
8,4.0,,0.0031717490121273843,-0.5405053564170892
9,4.5,,0.0038177132582067784,-0.6071418240124925
10,5.0,,0.004472520393801043,-0.6735535673805542
11,5.5,,0.005025105446782468,-0.7397491004560308
12,6.0,,0.005401628563302113,-0.8058141673662786
13,6.5,,0.005609229696234751,-0.8718636355564385
14,7.0,,0.005732834408724189,-0.9379766513012369
15,7.5,,0.0058869918297175415,-1.0041532415531964
16,8.0,,0.0061513020444774365,-1.0703180084936494
17,8.5,,0.006527830538251468,-1.1363684754452272
18,9.0,,0.006945493635472396,-1.2022391533341747
19,9.5,,0.007308642486054494,-1.267943492480758
20,10.0,,0.007561121234528554,-1.333568803191032
21,10.5,,0.007727667564968771,-1.3992271518931134
22,11.0,,0.007908297437899855,-1.4649915115440015
23,11.5,,0.008229216842668627,-1.5308546667913299
24,12.0,,0.008779105847253815,-1.596735017390891
25,12.5,,0.009568546713298263,-1.66252579336217
26,13.0,,0.010536400815616895,-1.7281581551446583
27,13.5,,0.011598857857679876,-1.7936409955636838
28,14.0,,0.012712229651709326,-1.8590541424738296
29,14.5,,0.013912234561525948,-1.924498856001923
30,15.0,,0.015306435351223552,-1.9900352051936345
31,15.5,,0.017024673703202,-2.0556432639440634
32,16.0,,0.019156532166361043,-2.1212306856227854
33,16.5,,0.02171255942160256,-2.186682418959499
34,17.0,,0.02463226169043023,-2.2519230271713373
35,17.5,,0.027833607054582887,-2.3169547653714835
36,18.0,,0.03127479373299456,-2.3818494777081303
37,18.5,,0.034992043011791686,-2.4466989547593414
38,19.0,,0.03909074256780546,-2.5115531579335553
39,19.5,,0.043695445296838296,-2.5763831327299913
40,20.0,,0.04888829683265985,-2.6410901120745174
41,20.5,,0.05467177955706374,-2.705555692642735
42,21.0,,0.06097813585747016,-2.7697037715372903
43,21.5,,0.06771981545537269,-2.833537330055511
44,22.0,,0.07485087457145562,-2.897128800648101
45,22.5,,0.08240357921106985,-2.9605697978052024
46,23.0,,0.09047831129273043,-3.023909577693532
47,23.5,,0.09919262458231223,-3.0871191722641393
48,24.0,,0.10862008695346075,-3.1501022968045027
49,24.5,,0.11875467869763623,-3.2127464243548345
50,25.0,,0.129522011837423,-3.2749844304713416
51,25.5,,0.14083123374648046,-3.336829931564326
52,26.0,,0.15263639987898572,-3.398365334773894
53,26.5,,0.16497134032181457,-3.459690159215257
54,27.0,,0.17793759663026254,-3.5208597108577715
55,27.5,,0.19165210096629828,-3.5818507082314093
56,28.0,,0.20618627394988046,-3.6425745616172795
57,28.5,,0.22153270343903367,-3.7029297450606653
58,29.0,,0.23761878297969374,-3.762862556386699
59,29.5,,0.2543598769361599,-3.822400221375879
60,30.0,,0.2717201138655695,-3.8816361160538473
61,30.5,,0.28974453048294146,-3.940676544962799
62,31.0,,0.3085442673927391,-3.9995804892442353
63,31.5,,0.3282432287237938,-4.058327630083493
64,32.0,,0.34891807262802915,-4.116834115520405
65,32.5,,0.37056768434160003,-4.1750059452916215
66,33.0,,0.393129368085774,-4.2327979421167115
67,33.5,,0.4165322550592932,-4.290243918452775
68,34.0,,0.44075639723629906,-4.347439595498522
69,34.5,,0.4658618244528909,-4.404488758476213
70,35.0,,0.4919711510658028,-4.461445078767416
71,35.5,,0.5192162686029995,-4.518283137935526
72,36.0,,0.5476801659943379,-4.5749159446705026
73,36.5,,0.5773689048641923,-4.6312483936282645
74,37.0,,0.6082296270677141,-4.687234122655747
75,37.5,,0.6402031835020011,-4.742902945207024
76,38.0,,0.6732808908773074,-4.798342777683911
77,38.5,,0.7075313435936252,-4.853646437904004
78,39.0,,0.743081599072034,-4.908855611586294
79,39.5,,0.7800646916692298,-4.96393440960914
80,40.0,,0.8185635644944247,-5.018787570797841
81,40.5,,0.8585845047877771,-5.073313208119821
82,41.0,,0.900075873297469,-5.127458284666791
83,41.5,,0.9429799531771621,-5.1812444202964905
84,42.0,,0.9872879332429535,-5.234749752821266
85,42.5,,1.0330658800917263,-5.288056797699257
86,43.0,,1.0804356912252817,-5.341197460773081
87,43.5,,1.129523088971878,-5.394127874590434
88,44.0,,1.1804028921261667,-5.446746928434521
89,44.5,,1.2330730387073832,-5.49894846077369
90,45.0,,1.2874735773077344,-5.550676574904302
91,45.5,,1.3435388884599095,-5.601950891284968
92,46.0,,1.4012522424849478,-5.65284791081879
93,46.5,,1.4606715408018889,-5.70344902958441
94,47.0,,1.5219101035146216,-5.753785325922808
95,47.5,,1.5850838921598913,-5.803812776902737
96,48.0,,1.6502569410079333,-5.853431928201612
97,48.5,,1.7174161931631513,-5.902540576172577
98,49.0,,1.7864914246585686,-5.951089432630174
99,49.5,,1.857409088698715,-5.999106827585339
100,50.0,,1.9301473370584776,-6.046678084425676
101,50.5,,2.0047606185742723,-6.093892244176137
102,51.0,,2.081359089844882,-6.140786511675278
103,51.5,,2.1600541344015207,-6.187322239551196
104,52.0,,2.240903514285109,-6.233407017308205
105,52.5,,2.3238882841196355,-6.278948819568805
106,53.0,,2.4089349122496064,-6.3239111559540815
107,53.5,,2.495970785164198,-6.368336029999338
108,54.0,,2.5849791741435273,-6.412320198674545
109,54.5,,2.6760209975858387,-6.455960023760478
110,55.0,,2.7692114413687414,-6.499296937129426
111,55.5,,2.8646642414967927,-6.542295658668655
112,56.0,,2.9624374559713584,-6.584869153530779
113,56.5,,3.0625136351121984,-6.626934113816293
114,57.0,,3.1648248122118248,-6.668463970173091
115,57.5,,3.2693082133212155,-6.709508694638801
116,58.0,,3.375959499191125,-6.750168415790938
117,58.5,,3.4848508244578777,-6.790537446753253
118,59.0,,3.5961044818127506,-6.830652491237482
119,59.5,,3.709837646171519,-6.870474349666492
120,60.0,,3.826110409815983,-6.909914697828371
121,60.5,,3.944909100204595,-6.948891484280995
122,61.0,,4.06617337956806,-6.9873788436624125
123,61.5,,4.189850324306739,-7.025423452890737
124,62.0,,4.315944487321068,-7.063117420850317
125,62.5,,4.444533215983645,-7.100543529098176
126,63.0,,4.575738861818521,-7.137726658892155
127,63.5,,4.709675539204525,-7.174618698307189
128,64.0,,4.846400375870914,-7.211125264207283
129,64.5,,4.985898419065789,-7.247159316295604
130,65.0,,5.128109967227342,-7.2826886615624575
131,65.5,,5.272982392578874,-7.317750252747124
132,66.0,,5.420517187778049,-7.352424210137164
133,66.5,,5.570784750113884,-7.386781620127857
134,67.0,,5.723897390212078,-7.420837773321849
135,67.5,,5.879958074566688,-7.454538311596646
136,68.0,,6.039014054357525,-7.4877847185453215
137,68.5,,6.201041488152396,-7.520485673055234
138,69.0,,6.365971429236213,-7.552604112315273
139,69.5,,6.533740669254454,-7.584171679093777
140,70.0,,6.704337745946411,-7.615264027797231
141,70.5,,6.877818835996486,-7.645950470421463
142,71.0,,7.054282580058309,-7.676246739318201
143,71.5,,7.233819001158648,-7.706100180319102
144,72.0,,7.416463239885603,-7.735414687819294
145,72.5,,7.6021793251469,-7.764101267381416
146,73.0,,7.790885033262704,-7.7921263106084275
147,73.5,,7.982504004391895,-7.819527390020322
148,74.0,,8.177013043132137,-7.846387967562455
149,74.5,,8.374458617851818,-7.872786394085697
150,75.0,,8.574932114565579,-7.898747055905101
151,75.5,,8.778516803850868,-7.924224231099295
152,76.0,,8.985239853146654,-7.94912862608123
153,76.5,,9.195056715614774,-7.973379571868047
154,77.0,,9.407877043141454,-7.996954227575877
155,77.5,,9.623619276114535,-8.019903553034624
156,78.0,,9.842259725456277,-8.04232402992617
157,78.5,,10.063847180425862,-8.064303848218286
158,79.0,,10.288475695338253,-8.085873799029049
159,79.5,,10.516229281965906,-8.106992018152646
160,80.0,,10.747132832384217,-8.127573843943043
161,80.5,,10.981139575483226,-8.147546707973593
162,81.0,,11.218160393912068,-8.166897874864143
163,81.5,,11.45811952103241,-8.18568767169106
164,82.0,,11.701003033676441,-8.204017727255708
165,82.5,,11.946869230625357,-8.221974948970367
166,83.0,,12.1958173267618,-8.239585248481601
167,83.5,,12.447932264185534,-8.256802279604832
168,84.0,,12.703237710103368,-8.273539836841673
169,84.5,,12.961687635627284,-8.28972743722867
170,85.0,,13.22319889593731,-8.305353976983522
171,85.5,,13.487704684071986,-8.32047626830508
172,86.0,,13.755198886193417,-8.335186410753751
173,86.5,,14.025742693495154,-8.349557255295311
174,87.0,,14.299431223547025,-8.363600980667831
175,87.5,,14.576341950860169,-8.37726248828412
176,88.0,,14.856492746914284,-8.390450898360427
