,time [ns],amplitude [MHZ],amplitude_x [MHZ],amplitude_y [MHZ]
0,0.0,,90.0,0.0
1,0.5,,89.99700606584204,0.05220645902311529
2,1.0,,89.98801099223013,0.13788209479927613
3,1.5,,89.97333292308014,0.20462150140363775
4,2.0,,89.95333322419441,0.2710436226005399
5,2.5,,89.92802160293866,0.33729943331215906
6,3.0,,89.89733709881223,0.40348850680407605
7,3.5,,89.86121989069231,0.46963596103727523
8,4.0,,89.81966440527674,0.5357315993450438
9,4.5,,89.77272120092708,0.6017827761590555
10,5.0,,89.72046569148071,0.6678512020719927
11,5.5,,89.66294366530992,0.7340582962354315
12,6.0,,89.60012709157144,0.8005450863457291
13,6.5,,89.53190798990052,0.8674149200387209
14,7.0,,89.45812633368847,0.9346809511082547
15,7.5,,89.37863547612106,1.0022406202675047
16,8.0,,89.2933724270399,1.0699110470502526
17,8.5,,89.20238181368792,1.1375045446071126
18,9.0,,89.10578479693088,1.2049017348581288
19,9.5,,89.00370079690269,1.2720830547271587
20,10.0,,88.89617470603605,1.3390834757373211
21,10.5,,88.78317381058169,1.405912250764828
22,11.0,,88.6646449362737,1.4725024320244184
23,11.5,,88.54059590891434,1.5387206313905903
24,12.0,,88.41114171309229,1.6044447106695046
25,12.5,,88.27646994148436,1.6696457674299765
26,13.0,,88.13676427490367,1.7344145626598824
27,13.5,,87.99213125734597,1.7989296796245886
28,14.0,,87.84257014615268,1.8633797905733516
29,14.5,,87.68800682603198,1.9278947734413776
30,15.0,,87.52835092716553,1.9925229286127424
31,15.5,,87.36354771420585,2.057244564107167
32,16.0,,87.19360598931686,2.122018495481762
33,16.5,,87.01858039671025,2.186831111861187
34,17.0,,86.83852833820842,2.2517162437649105
35,17.5,,86.65346104349497,2.3167430262339086
36,18.0,,86.46331239172103,2.3819628307028013
37,18.5,,86.26796464407423,2.447344394183815
38,19.0,,86.06731708792633,2.5127503683122696
39,19.5,,85.8613576873221,2.5779694762074237
40,20.0,,85.6501968929534,2.6428010616880697
41,20.5,,85.43402278560744,2.707141440922111
42,21.0,,85.21301238051015,2.7710035490220153
43,21.5,,84.9872628466584,2.834470409547637
44,22.0,,84.75677905142068,2.897612048493418
45,22.5,,84.52153417498764,2.9604249591374616
46,23.0,,84.28154757497902,3.0228464205445515
47,23.5,,84.0369193739101,3.0848152493943863
48,24.0,,83.78781154324848,3.1463381669939814
49,24.5,,83.53438066900041,3.2075199769112066
50,25.0,,83.27671331077737,3.2685304813855756
51,25.5,,83.01480390549929,3.329543181466086
52,26.0,,82.7485708861568,3.3906747186935537
53,26.5,,82.4779099169767,3.451947797126809
54,27.0,,82.202754064553,3.5133030550716273
55,27.5,,81.92310699019623,3.5746428312053804
56,28.0,,81.63904267050451,3.635887629003093
57,28.5,,81.35065982642338,3.6970203812662668
58,29.0,,81.05801670268774,3.758077217976061
59,29.5,,80.76109755407273,3.8190930796456004
60,30.0,,80.45982925554286,3.880036727015858
61,30.5,,80.15415168141594,3.9407754303006644
62,31.0,,79.84409754271182,4.001114044069958
63,31.5,,79.52981400542043,4.060882085940831
64,32.0,,79.2115184515811,4.120009320143317
65,32.5,,78.88941045927871,4.178548218259883
66,33.0,,78.56359803028748,4.2366181056215755
67,33.5,,78.2340966544063,4.294319938577089
68,34.0,,77.90088348595589,4.351684504076197
